t,driver,x,y
3706,SAI,-1139,2025
3706,STR,-719,6928
3706,TSU,-1050,934
3706,VER,213,-5782
3706,ZHO,-728,6818
3708,ALB,10953,14591
3708,ALO,6445,14513
3708,BOT,-1276,437
3708,COL,6964,14869
3708,GAS,-654,7703
3708,HAM,1607,2432
3708,HUL,391,-5719
3708,LEC,-246,9065
3708,MAG,9829,11924
3708,NOR,-1415,-4237
3708,OCO,-392,11088
3708,PER,10622,12336
3708,PIA,-1361,-532
3708,RIC,9093,15628
3708,RUS,10037,12035
3708,SAI,-965,4041
3708,STR,-597,8083
3708,TSU,-1050,934
3708,VER,-888,-5344
3708,ZHO,-618,7999
3710,ALB,11058,13286
3710,ALO,6931,14810
3710,BOT,-1120,2247
3710,COL,7558,15150
3710,GAS,-498,8248
3710,HAM,1454,768
3710,HUL,-667,-5547
3710,LEC,-420,10047
3710,MAG,8567,11222
3710,NOR,-1493,-2661
3710,OCO,17,12535
3710,PER,9550,11773
3710,PIA,-1203,1278
3710,RIC,10288,15847
3710,RUS,8831,11370
3710,SAI,-808,5870
3710,STR,-245,8340
3710,TSU,-1050,934
3710,VER,-1442,-4092
3710,ZHO,-326,8316
3712,ALB,10719,12396
3712,ALO,7547,15148
3712,BOT,-956,4155
3712,COL,8654,15460
3712,GAS,-154,8462
3712,HAM,1285,-1064
3712,HUL,-1385,-4362
3712,LEC,-342,11467
3712,MAG,7174,10323
3712,NOR,-1388,-849
3712,OCO,1225,13757
3712,PER,8211,11022
3712,PIA,-1037,3215
3712,RIC,10899,15055
3712,RUS,7412,10515
3712,SAI,-661,7621
3712,STR,-162,8744
3712,TSU,-1050,934
3712,VER,-1489,-2548
3712,ZHO,-143,8616
3714,ALB,9835,11927
3714,ALO,8507,15405
3714,BOT,-817,5761
3714,COL,9756,15844
3714,GAS,-195,8875
3714,HAM,1141,-2631
3714,HUL,-1499,-2991
3714,LEC,147,12756
3714,MAG,6022,9336
3714,NOR,-1250,740
3714,OCO,2674,14243
3714,PER,7009,10190
3714,PIA,-894,4874
3714,RIC,10996,13965
3714,RUS,6227,9514
3714,SAI,-516,8230
3714,STR,-326,9388
3714,TSU,-1050,934
3714,VER,-1465,-1952
3714,ZHO,-251,9086
3716,ALB,8611,11246
3716,ALO,9737,15839
3716,BOT,-676,7438
3716,COL,10691,15573
3716,GAS,-390,9720
3716,HAM,975,-4367
3716,HUL,-1428,-1375
3716,LEC,1408,13856
3716,MAG,4702,8189
3716,NOR,-1093,2555
3716,OCO,4404,14414
3716,PER,5697,9053
3716,PIA,-739,6686
3716,RIC,11038,12812
3716,RUS,4871,8335
3716,SAI,-166,8425
3716,STR,-425,10544
3716,TSU,-1050,934
3716,VER,-1309,-1538
3716,ZHO,-420,10050
3718,ALB,7055,10226
3718,ALO,10772,15450
3718,BOT,-474,8268
3718,COL,10973,14303
3718,GAS,-377,11226
3718,HAM,396,-5717
3718,HUL,-1255,678
3718,LEC,3354,14328
3718,MAG,3185,6870
3718,NOR,-910,4681
3718,OCO,6224,14499
3718,PER,4137,7698
3718,PIA,-610,8035
3718,RIC,10203,12120
3718,RUS,3310,6978
3718,SAI,-215,8948
3718,STR,-143,12191
3718,TSU,-1050,934
3718,VER,-1265,-1071
3718,ZHO,-315,11615
3720,ALB,5961,9283
3720,ALO,10962,14462
3720,BOT,-169,8417
3720,COL,11063,13219
3720,GAS,-23,12457
3720,HAM,-526,-5641
3720,HUL,-1123,2215
3720,LEC,4864,14443
3720,MAG,2555,6116
3720,NOR,-777,6233
3720,OCO,6828,14647
3720,PER,3037,6741
3720,PIA,-345,8313
3720,RIC,9248,11609
3720,RUS,2612,6292
3720,SAI,-381,9665
3720,STR,604,13302
3720,TSU,-1050,934
3720,VER,-1226,-710
3720,ZHO,193,12825
3722,ALB,4597,8097
3722,ALO,11066,13134
3722,BOT,-194,8870
3722,COL,10687,12375
3722,GAS,1108,13687
3722,HAM,-1326,-4562
3722,HUL,-961,4087
3722,LEC,6407,14509
3722,MAG,2377,5053
3722,NOR,-649,7756
3722,OCO,7242,15071
3722,PER,2546,5802
3722,PIA,-143,8620
3722,RIC,7911,10848
3722,RUS,2483,5291
3722,SAI,-403,10958
3722,STR,2145,14136
3722,TSU,-1050,934
3722,VER,-1212,-583
3722,ZHO,1538,13919
3724,ALB,3208,6889
3724,ALO,10598,12322
3724,BOT,-388,9709
3724,COL,9622,11812
3724,GAS,2833,14267
3724,HAM,-1498,-2969
3724,HUL,-799,5976
3724,LEC,6934,14815
3724,MAG,1743,3891
3724,NOR,-410,8298
3724,OCO,8166,15297
3724,PER,2113,4732
3724,PIA,-298,9272
3724,RIC,6526,9774
3724,RUS,1799,4194
3724,SAI,-19,12465
3724,STR,3933,14376
3724,TSU,-1050,934
3724,VER,-1212,-580
3724,ZHO,3279,14321
3726,ALB,2545,5967
3726,ALO,9399,11692
3726,BOT,-396,11043
3726,COL,8287,11065
3726,GAS,4715,14434
3726,HAM,-1415,-1197
3726,HUL,-654,7703
3726,LEC,7568,15152
3726,MAG,1595,2309
3726,NOR,-141,8568
3726,OCO,9412,15736
3726,PER,1693,3355
3726,PIA,-426,10466
3726,RIC,5129,8560
3726,RUS,1622,2596
3726,SAI,1156,13717
3726,STR,5756,14482
3726,TSU,-1050,934
3726,VER,-1193,-412
3726,ZHO,5127,14456
3728,ALB,2356,5020
3728,ALO,8201,11016
3728,BOT,-63,12376
3728,COL,7057,10228
3728,GAS,6120,14495
3728,HAM,-1281,379
3728,HUL,-479,8265
3728,LEC,8574,15429
3728,MAG,1458,814
3728,NOR,-247,9068
3728,OCO,10407,15801
3728,PER,1555,1874
3728,PIA,-277,11779
3728,RIC,3874,7468
3728,RUS,1483,1089
3728,SAI,2682,14244
3728,STR,6699,14575
3728,TSU,-1050,934
3728,VER,-1150,-18
3728,ZHO,6404,14509
3730,ALB,1745,3905
3730,ALO,6857,10063
3730,BOT,984,13605
3730,COL,5751,9100
3730,GAS,6806,14631
3730,HAM,-1124,2198
3730,HUL,-150,8478
3730,LEC,9837,15863
3730,MAG,1300,-901
3730,NOR,-421,10068
3730,OCO,10912,14975
3730,PER,1399,174
3730,PIA,480,13181
3730,RIC,2728,6451
3730,RUS,1327,-610
3730,SAI,4453,14417
3730,STR,7101,15000
3730,TSU,-1050,934
3730,VER,-1105,404
3730,ZHO,6910,14761
3732,ALB,1598,2336
3732,ALO,5524,8903
3732,BOT,2519,14217
3732,COL,4382,7910
3732,GAS,7206,15056
3732,HAM,-960,4106
3732,HUL,-220,8969
3732,LEC,10761,15469
3732,MAG,1137,-2679
3732,NOR,-344,11458
3732,OCO,11018,13707
3732,PER,1232,-1643
3732,PIA,1962,14084
3732,RIC,2536,5539
3732,RUS,1166,-2366
3732,SAI,6119,14495
3732,STR,7911,15221
3732,TSU,-1050,934
3732,VER,-1056,872
3732,ZHO,7404,15119
3734,ALB,1436,571
3734,ALO,4075,7644
3734,BOT,4178,14397
3734,COL,3010,6717
3734,GAS,8164,15297
3734,HAM,-790,6082
3734,HUL,-417,9986
3734,LEC,10978,14217
3734,MAG,954,-4535
3734,NOR,305,12977
3734,OCO,10920,12577
3734,PER,1057,-3546
3734,PIA,3812,14365
3734,RIC,1906,4476
3734,RUS,988,-4250
3734,SAI,6879,14703
3734,STR,9126,15639
3734,TSU,-1050,934
3734,VER,-1019,1235
3734,ZHO,8441,15383
3736,ALB,1279,-1131
3736,ALO,2851,6573
3736,BOT,5571,14474
3736,COL,2545,5876
3736,GAS,9358,15718
3736,HAM,-653,7708
3736,HUL,-361,11348
3736,LEC,11059,12924
3736,MAG,483,-5664
3736,NOR,1670,13977
3736,OCO,10015,12024
3736,PER,824,-5168
3736,PIA,5582,14475
3736,RIC,1661,3028
3736,RUS,642,-5519
3736,SAI,7356,15107
3736,STR,10317,15838
3736,TSU,-1050,934
3736,VER,-968,1764
3736,ZHO,9677,15822
3738,ALB,1132,-2732
3738,ALO,2545,5841
3738,BOT,6493,14520
3738,COL,2323,4970
3738,GAS,10326,15835
3738,HAM,-467,8273
3738,HUL,79,12645
3738,LEC,10556,12300
3738,MAG,-435,-5688
3738,NOR,3119,14304
3738,OCO,8956,11442
3738,PER,150,-5793
3738,PIA,6613,14547
3738,RIC,1532,1621
3738,RUS,-224,-5767
3738,SAI,8201,15308
3738,STR,10882,15142
3738,TSU,-1050,934
3738,VER,-935,2157
3738,ZHO,10552,15710
3740,ALB,937,-4662
3740,ALO,2159,4778
3740,BOT,6944,14836
3740,COL,1731,3770
3740,GAS,10901,15041
3740,HAM,-143,8527
3740,HUL,1335,13818
3740,LEC,9447,11718
3740,MAG,-1302,-4631
3740,NOR,4875,14443
3740,OCO,7560,10622
3740,PER,-891,-5340
3740,PIA,7072,14979
3740,RIC,1371,-136
3740,RUS,-1220,-4832
3740,SAI,9458,15752
3740,STR,11004,13863
3740,TSU,-1050,934
3740,VER,-911,2672
3740,ZHO,10938,14755
3742,ALB,482,-5665
3742,ALO,1713,3563
3742,BOT,7493,15138
3742,COL,1590,2256
3742,GAS,11007,13830
3742,HAM,-232,9011
3742,HUL,2944,14282
3742,LEC,8191,11010
3742,MAG,-1499,-3220
3742,NOR,6331,14504
3742,OCO,6279,9560
3742,PER,-1437,-4123
3742,PIA,7813,15197
3742,RIC,1214,-1841
3742,RUS,-1497,-3394
3742,SAI,10529,15728
3742,STR,11016,12745
3742,TSU,-1050,934
3742,VER,-898,3546
3742,ZHO,11037,13520
3744,ALB,-482,-5665
3744,ALO,1571,2044
3744,BOT,8496,15401
3744,COL,1441,633
3744,GAS,11024,12767
3744,HAM,-414,9938
3744,HUL,4685,14432
3744,LEC,6878,10081
3744,MAG,-1445,-1628
3744,NOR,6920,14783
3744,OCO,4985,8435
3744,PER,-1491,-2591
3744,PIA,8957,15578
3744,RIC,1055,-3569
3744,RUS,-1454,-1767
3744,SAI,10933,14806
3744,STR,10267,12152
3744,TSU,-1050,934
3744,VER,-843,4799
3744,ZHO,10916,12572
3746,ALB,-1293,-4657
3746,ALO,1415,348
3746,BOT,9753,15844
3746,COL,1279,-1129
3746,GAS,10312,12175
3746,HAM,-370,11277
3746,HUL,6269,14501
3746,LEC,5544,8921
3746,MAG,-1303,129
3746,NOR,7486,15137
3746,OCO,3647,7272
3746,PER,-1387,-835
3746,PIA,10216,15865
3746,RIC,829,-5150
3746,RUS,-1311,31
3746,SAI,11039,13501
3746,STR,9084,11516
3746,TSU,-1050,934
3746,VER,-762,6442
3746,ZHO,10063,12049
3748,ALB,-1499,-3151
3748,ALO,1245,-1502
3748,BOT,10710,15549
3748,COL,1111,-2960
3748,GAS,9141,11548
3748,HAM,142,12747
3748,HUL,6894,14728
3748,LEC,4155,7713
3748,MAG,-1144,1966
3748,NOR,8585,15433
3748,OCO,2627,6320
3748,PER,-1227,1000
3748,PIA,10902,15038
3748,RIC,115,-5797
3748,RUS,-1146,1941
3748,SAI,10854,12503
3748,STR,7728,10734
3748,TSU,-1050,934
3748,VER,-644,7803
3748,ZHO,8852,11382
3750,ALB,-1425,-1333
3750,ALO,1063,-3483
3750,BOT,10970,14346
3750,COL,905,-4846
3750,GAS,7663,10692
3750,HAM,1555,13926
3750,HUL,7460,15131
3750,LEC,2790,6515
3750,MAG,-968,4010
3750,NOR,9926,15876
3750,OCO,2476,5270
3750,PER,-1049,3070
3750,PIA,11028,13614
3750,RIC,-935,-5290
3750,RUS,-965,4047
3750,SAI,9789,11902
3750,STR,6299,9577
3750,TSU,-1050,934
3750,VER,-373,8308
3750,ZHO,7372,10484
3752,ALB,-1284,344
3752,ALO,855,-5062
3752,BOT,11067,13101
3752,COL,381,-5723
3752,GAS,6367,9636
3752,HAM,3187,14311
3752,HUL,8473,15393
3752,LEC,2542,5610
3752,MAG,-816,5778
3752,NOR,10790,15415
3752,OCO,1828,4293
3752,PER,-892,4894
3752,PIA,10892,12542
3752,RIC,-1445,-4073
3752,RUS,-804,5916
3752,SAI,8577,11228
3752,STR,5020,8465
3752,TSU,-1050,934
3752,VER,-141,8587
3752,ZHO,6116,9418
3754,ALB,-1136,2064
3754,ALO,229,-5778
3754,BOT,10693,12380
3754,COL,-606,-5591
3754,GAS,5056,8496
3754,HAM,4869,14443
3754,HUL,9661,15817
3754,LEC,2032,4650
3754,MAG,-683,7357
3754,NOR,10975,14263
3754,OCO,1647,2883
3754,PER,-741,6660
3754,PIA,9973,12001
3754,RIC,-1490,-2559
3754,RUS,-665,7579
3754,SAI,7268,10401
3754,STR,3765,7374
3754,TSU,-1050,934
3754,VER,-256,9105
3754,ZHO,4864,8329
3756,ALB,-976,3917
3756,ALO,-838,-5397
3756,BOT,9696,11851
3756,COL,-1333,-4540
3756,GAS,3648,7272
3756,HAM,6386,14507
3756,HUL,10666,15604
3756,LEC,1690,3323
3756,MAG,-574,8139
3756,NOR,11064,12973
3756,OCO,1502,1295
3756,PER,-635,7889
3756,PIA,8748,11323
3756,RIC,-1394,-921
3756,RUS,-495,8251
3756,SAI,5972,9293
3756,STR,2691,6410
3756,TSU,-1050,934
3756,VER,-423,10118
3756,ZHO,3554,7190
3758,ALB,-812,5823
3758,ALO,-1441,-4101
3758,BOT,8415,11137
3758,COL,-1499,-3000
3758,GAS,2690,6408
3758,HAM,6953,14851
3758,HUL,10963,14455
3758,LEC,1539,1698
3758,MAG,-216,8358
3758,NOR,10390,12214
3758,OCO,1340,-466
3758,PER,-336,8314
3758,PIA,7332,10452
3758,RIC,-1236,902
3758,RUS,-153,8468
3758,SAI,4589,8091
3758,STR,2522,5440
3758,TSU,-1050,934
3758,VER,-331,11531
3758,ZHO,2617,6301
3760,ALB,-661,7622
3760,ALO,-1484,-2373
3760,BOT,6936,10130
3760,COL,-1412,-1155
3760,GAS,2529,5478
3760,HAM,7676,15171
3760,HUL,11067,13039
3760,LEC,1366,-187
3760,MAG,-174,8794
3760,NOR,9087,11517
3760,OCO,1163,-2393
3760,PER,-147,8657
3760,PIA,5886,9218
3760,RIC,-1063,2907
3760,RUS,-226,8989
3760,SAI,3120,6813
3760,STR,1834,4314
3760,TSU,-1050,934
3760,VER,393,13085
3760,ZHO,2480,5284
3762,ALB,-494,8252
3762,ALO,-1377,-721
3762,BOT,5685,9043
3762,COL,-1272,476
3762,GAS,1985,4593
3762,HAM,8744,15495
3762,HUL,10571,12307
3762,LEC,1208,-1899
3762,MAG,-353,9511
3762,NOR,7790,10774
3762,OCO,1008,-4055
3762,PER,-287,9226
3762,PIA,4602,8102
3762,RIC,-911,4674
3762,RUS,-408,9865
3762,SAI,2544,5943
3762,STR,1646,2863
3762,TSU,-1050,934
3762,VER,1732,14002
3762,ZHO,1853,4364
3764,ALB,-159,8444
3764,ALO,-1231,961
3764,BOT,4433,7954
3764,COL,-1125,2184
3764,GAS,1694,3363
3764,HAM,9931,15878
3764,HUL,9549,11772
3764,LEC,1054,-3577
3764,MAG,-422,10643
3764,NOR,6534,9781
3764,OCO,749,-5352
3764,PER,-425,10220
3764,PIA,3352,7015
3764,RIC,-759,6444
3764,RUS,-391,11096
3764,SAI,2320,4965
3764,STR,1507,1352
3764,TSU,-1050,934
3764,VER,3300,14323
3764,ZHO,1657,2993
3766,ALB,-191,8861
3766,ALO,-1074,2779
3766,BOT,3158,6847
3766,COL,-965,4046
3766,GAS,1551,1823
3766,HAM,10797,15400
3766,HUL,8304,11074
3766,LEC,831,-5146
3766,MAG,-200,12036
3766,NOR,5238,8654
3766,OCO,-59,-5797
3766,PER,-326,11557
3766,PIA,2552,6096
3766,RIC,-643,7818
3766,RUS,0,12502
3766,SAI,1740,3863
3766,STR,1356,-297
3766,TSU,-1050,934
3766,VER,4953,14448
3766,ZHO,1517,1456
3768,ALB,-399,9786
3768,ALO,-895,4861
3768,BOT,2545,5936
3768,COL,-787,6111
3768,GAS,1376,-80
3768,HAM,10990,14040
3768,HUL,6802,10015
3768,LEC,-9,-5800
3768,MAG,845,13504
3768,NOR,3728,7342
3768,OCO,-1140,-4989
3768,PER,440,13137
3768,PIA,2251,4878
3768,RIC,-339,8314
3768,RUS,1324,13812
3768,SAI,1581,2158
3768,STR,1176,-2252
3768,TSU,-1050,934
3768,VER,6473,14517
3768,ZHO,1342,-452
3770,ALB,-395,11055
3770,ALO,-739,6685
3770,BOT,2304,4945
3770,COL,-658,7652
3770,GAS,1213,-1849
3770,HAM,11031,12788
3770,HUL,5483,8867
3770,LEC,-1014,-5188
3770,MAG,2431,14200
3770,NOR,2642,6344
3770,OCO,-1491,-3597
3770,PER,1927,14073
3770,PIA,1719,3633
3770,RIC,-142,8605
3770,RUS,2989,14288
3770,SAI,1428,484
3770,STR,1013,-3998
3770,TSU,-1050,934
3770,VER,6970,14877
3770,ZHO,1180,-2209
3772,ALB,-45,12412
3772,ALO,-638,7862
3772,BOT,1743,3890
3772,COL,-497,8249
3772,GAS,1059,-3522
3772,HAM,10320,12179
3772,HUL,4194,7747
3772,LEC,-1464,-3943
3772,MAG,4095,14390
3772,NOR,2506,5367
3772,OCO,-1471,-2080
3772,PER,3551,14344
3772,PIA,1580,2147
3772,RIC,-259,9115
3772,RUS,4648,14430
3772,SAI,1277,-1157
3772,STR,746,-5359
3772,TSU,-1050,934
3772,VER,7558,15150
3772,ZHO,1027,-3859
3774,ALB,957,13586
3774,ALO,-405,8300
3774,BOT,1605,2416
3774,COL,-162,8437
3774,GAS,875,-4984
3774,HAM,9216,11591
3774,HUL,2950,6664
3774,LEC,-1487,-2450
3774,MAG,5772,14483
3774,NOR,1848,4351
3774,OCO,-1352,-425
3774,PER,5244,14462
3774,PIA,1432,532
3774,RIC,-421,10065
3774,RUS,6226,14499
3774,SAI,1119,-2877
3774,STR,-89,-5793
3774,TSU,-1050,934
3774,VER,8481,15396
3774,ZHO,800,-5235
3776,ALB,2611,14233
3776,ALO,-142,8555
3776,BOT,1451,738
3776,COL,-194,8869
3776,GAS,307,-5754
3776,HAM,7860,10817
3776,HUL,2546,5749
3776,LEC,-1372,-656
3776,MAG,6736,14591
3776,NOR,1649,2897
3776,OCO,-1193,1395
3776,PER,6517,14524
3776,PIA,1267,-1265
3776,RIC,-347,11436
3776,RUS,6892,14724
3776,SAI,930,-4703
3776,STR,-1102,-5055
3776,TSU,-1050,934
3776,VER,9699,15829
3776,ZHO,67,-5800
3778,ALB,4343,14409
3778,ALO,-259,9117
3778,BOT,1294,-974
3778,COL,-383,9673
3778,GAS,-720,-5505
3778,HAM,6532,9780
3778,HUL,2108,4727
3778,LEC,-1215,1138
3778,MAG,7135,15020
3778,NOR,1499,1259
3778,OCO,-1035,3236
3778,PER,6973,14882
3778,PIA,1103,-3051
3778,RIC,224,12869
3778,RUS,7370,15111
3778,SAI,407,-5711
3778,STR,-1488,-3666
3778,TSU,-1050,934
3778,VER,10705,15556
3778,ZHO,-919,-5309
3780,ALB,6018,14491
3780,ALO,-425,10189
3780,BOT,1134,-2711
3780,COL,-407,10911
3780,GAS,-1393,-4331
3780,HAM,5207,8628
3780,HUL,1701,3431
3780,LEC,-1058,2968
3780,MAG,7935,15228
3780,NOR,1339,-482
3780,OCO,-878,5055
3780,PER,7620,15161
3780,PIA,912,-4807
3780,RIC,1560,13929
3780,RUS,8326,15346
3780,SAI,-644,-5564
3780,STR,-1472,-2101
3780,TSU,-1050,934
3780,VER,10966,14407
3780,ZHO,-1452,-4029
3782,ALB,6839,14657
3782,ALO,-311,11633
3782,BOT,958,-4508
3782,COL,-45,12413
3782,GAS,-1492,-2618
3782,HAM,3798,7402
3782,HUL,1549,1805
3782,LEC,-892,4897
3782,MAG,9084,15624
3782,NOR,1158,-2452
3782,OCO,-719,6918
3782,PER,8789,15512
3782,PIA,286,-5762
3782,RIC,3322,14325
3782,RUS,9602,15799
3782,SAI,-1373,-4406
3782,STR,-1339,-280
3782,TSU,-1050,934
3782,VER,11067,13031
3782,ZHO,-1484,-2366
3784,ALB,7314,15096
3784,ALO,428,13124
3784,BOT,482,-5664
3784,COL,1103,13684
3784,GAS,-1382,-781
3784,HAM,2644,6347
3784,HUL,1383,4
3784,LEC,-724,6859
3784,MAG,10347,15827
3784,NOR,978,-4341
3784,OCO,-595,8088
3784,PER,10102,15880
3784,PIA,-896,-5336
3784,RIC,5203,14460
3784,RUS,10700,15563
3784,SAI,-1495,-2774
3784,STR,-1174,1624
3784,TSU,-1050,934
3784,VER,10434,12236
3784,ZHO,-1362,-542
3786,ALB,8149,15292
3786,ALO,1730,14001
3786,BOT,-420,-5695
3786,COL,2620,14234
3786,GAS,-1238,872
3786,HAM,2521,5434
3786,HUL,1233,-1630
3786,LEC,-617,8005
3786,MAG,10891,15097
3786,NOR,640,-5521
3786,OCO,-264,8332
3786,PER,10815,15358
3786,PIA,-1430,-4160
3786,RIC,6423,14511
3786,RUS,10958,14526
3786,SAI,-1419,-1249
3786,STR,-1031,3278
3786,TSU,-1050,934
3786,VER,9456,11723
3786,ZHO,-1220,1080
3788,ALB,9225,15673
3788,ALO,3293,14322
3788,BOT,-1223,-4826
3788,COL,4224,14400
3788,GAS,-1087,2629
3788,HAM,1912,4487
3788,HUL,1085,-3244
3788,LEC,-334,8315
3788,MAG,10994,13983
3788,NOR,-278,-5751
3788,OCO,-146,8648
3788,PER,10973,14297
3788,PIA,-1494,-2704
3788,RIC,6919,14780
3788,RUS,11056,13308
3788,SAI,-1284,341
3788,STR,-889,4931
3788,TSU,-1050,934
3788,VER,8341,11095
3788,ZHO,-1078,2732
3790,ALB,10453,15777
3790,ALO,5223,14461
3790,BOT,-1499,-3190
3790,COL,6070,14493
3790,GAS,-904,4748
3790,HAM,1646,2862
3790,HUL,858,-5051
3790,LEC,-146,8648
3790,MAG,11017,12747
3790,NOR,-1279,-4692
3790,OCO,-307,9310
3790,PER,11060,12928
3790,PIA,-1389,-860
3790,RIC,7521,15143
3790,RUS,10644,12349
3790,SAI,-1111,2351
3790,STR,-719,6918
3790,TSU,-1050,934
3790,VER,6947,10139
3790,ZHO,-905,4736
3792,ALB,10940,14735
3792,ALO,6616,14548
3792,BOT,-1421,-1284
3792,COL,6901,14741
3792,GAS,-723,6874
3792,HAM,1473,982
3792,HUL,-32,-5799
3792,LEC,-318,9354
3792,MAG,10118,12077
3792,NOR,-1498,-2948
3792,OCO,-423,10598
3792,PER,10317,12177
3792,PIA,-1210,1200
3792,RIC,8727,15488
3792,RUS,9371,11677
3792,SAI,-925,4509
3792,STR,-572,8146
3792,TSU,-1050,934
3792,VER,5532,8910
3792,ZHO,-728,6815
3794,ALB,11044,13446
3794,ALO,7024,14940
3794,BOT,-1271,491
3794,COL,7392,15116
3794,GAS,-625,7963
3794,HAM,1310,-793
3794,HUL,-1060,-5122
3794,LEC,-425,10516
3794,MAG,8916,11418
3794,NOR,-1415,-1197
3794,OCO,-196,12049
3794,PER,9137,11546
3794,PIA,-1048,3084
3794,RIC,9991,15882
3794,RUS,8030,10918
3794,SAI,-763,6403
3794,STR,-192,8381
3794,TSU,-1050,934
3794,VER,4220,7769
3794,ZHO,-631,7923
3796,ALB,10988,12682
3796,ALO,7527,15145
3796,BOT,-1151,1885
3796,COL,8106,15279
3796,GAS,-451,8281
3796,HAM,1183,-2176
3796,HUL,-1443,-4091
3796,LEC,-317,11603
3796,MAG,7873,10825
3796,NOR,-1305,107
3796,OCO,410,13104
3796,PER,8118,10968
3796,PIA,-925,4512
3796,RIC,10684,15582
3796,RUS,6994,10177
3796,SAI,-662,7610
3796,STR,-148,8670
3796,TSU,-1050,934
3796,VER,3221,6901
3796,ZHO,-478,8264
3798,ALB,10195,12117
3798,ALO,8579,15431
3798,BOT,-993,3716
3798,COL,9279,15692
3798,GAS,-149,8488
3798,HAM,1019,-3943
3798,HUL,-1488,-2505
3798,LEC,343,13026
3798,MAG,6513,9763
3798,NOR,-1147,1929
3798,OCO,1838,14042
3798,PER,6758,9977
3798,PIA,-763,6398
3798,RIC,10956,14542
3798,RUS,5686,9044
3798,SAI,-489,8256
3798,STR,-311,9325
3798,TSU,-1050,934
3798,VER,2544,5978
3798,ZHO,-158,8450
3800,ALB,9021,11479
3800,ALO,9820,15860
3800,BOT,-838,5524
3800,COL,10413,15798
3800,GAS,-231,9010
3800,HAM,718,-5411
3800,HUL,-1383,-794
3800,LEC,1741,14005
3800,MAG,5146,8574
3800,NOR,-982,3846
3800,OCO,3537,14343
3800,PER,5414,8807
3800,PIA,-638,7861
3800,RIC,11060,13257
3800,RUS,4359,7891
3800,SAI,-158,8449
3800,STR,-426,10482
3800,TSU,-1050,934
3800,VER,2278,4911
3800,ZHO,-199,8888
3802,ALB,7639,10676
3802,ALO,10772,15450
3802,BOT,-686,7315
3802,COL,10923,14892
3802,GAS,-420,10039
3802,HAM,-283,-5749
3802,HUL,-1222,1068
3802,LEC,3539,14343
3802,MAG,3683,7302
3802,NOR,-816,5777
3802,OCO,5346,14466
3802,PER,3946,7532
3802,PIA,-357,8310
3802,RIC,10701,12385
3802,RUS,2976,6687
3802,SAI,-207,8918
3802,STR,-227,11954
3802,TSU,-1050,934
3802,VER,1724,3689
3802,ZHO,-395,9760
3804,ALB,6436,9696
3804,ALO,10969,14361
3804,BOT,-582,8121
3804,COL,11018,13710
3804,GAS,-370,11277
3804,HAM,-1149,-4973
3804,HUL,-1078,2734
3804,LEC,5191,14459
3804,MAG,2673,6387
3804,NOR,-681,7376
3804,OCO,6488,14519
3804,PER,2820,6543
3804,PIA,-141,8574
3804,RIC,9793,11904
3804,RUS,2545,5864
3804,SAI,-388,9705
3804,STR,507,13208
3804,TSU,-1050,934
3804,VER,1594,2294
3804,ZHO,-405,10934
3806,ALB,4826,8296
3806,ALO,11053,12882
3806,BOT,-173,8409
3806,COL,10834,12484
3806,GAS,336,13016
3806,HAM,-1499,-3132
3806,HUL,-886,4961
3806,LEC,6706,14578
3806,MAG,2446,5194
3806,NOR,-474,8268
3806,OCO,7042,14956
3806,PER,2522,5437
3806,PIA,-313,9335
3806,RIC,8256,11047
3806,RUS,1987,4596
3806,SAI,-366,11306
3806,STR,2339,14181
3806,TSU,-1050,934
3806,VER,1417,371
3806,ZHO,113,12701
3808,ALB,3533,7172
3808,ALO,10436,12237
3808,BOT,-183,8830
3808,COL,9929,11977
3808,GAS,1665,13975
3808,HAM,-1440,-1548
3808,HUL,-739,6685
3808,LEC,7094,14995
3808,MAG,1799,4192
3808,NOR,-150,8480
3808,OCO,7716,15178
3808,PER,1916,4493
3808,PIA,-426,10446
3808,RIC,6965,10154
3808,RUS,1684,3267
3808,SAI,113,12702
3808,STR,3987,14381
3808,TSU,-1050,934
3808,VER,1273,-1193
3808,ZHO,1317,13809
3810,ALB,2643,6345
3810,ALO,9377,11681
3810,BOT,-354,9516
3810,COL,8852,11382
3810,GAS,3166,14309
3810,HAM,-1314,2
3810,HUL,-638,7869
3810,LEC,7725,15180
3810,MAG,1648,2888
3810,NOR,-199,8889
3810,OCO,8706,15480
3810,PER,1682,3247
3810,PIA,-294,11708
3810,RIC,5805,9147
3810,RUS,1554,1855
3810,SAI,1181,13731
3810,STR,5531,14472
3810,TSU,-1050,934
3810,VER,1136,-2691
3810,ZHO,2795,14261
3812,ALB,2498,5338
3812,ALO,8004,10902
3812,BOT,-416,10769
3812,COL,7455,10547
3812,GAS,5011,14451
3812,HAM,-1152,1878
3812,HUL,-371,8308
3812,LEC,8870,15544
3812,MAG,1495,1213
3812,NOR,-399,9785
3812,OCO,9953,15880
3812,PER,1527,1568
3812,PIA,466,13165
3812,RIC,4381,7910
3812,RUS,1391,86
3812,SAI,2917,14279
3812,STR,6686,14570
3812,TSU,-1050,934
3812,VER,962,-4470
3812,ZHO,4647,14430
3814,ALB,1859,4379
3814,ALO,6706,9931
3814,BOT,-157,12156
3814,COL,6210,9500
3814,GAS,6363,14506
3814,HAM,-997,3669
3814,HUL,-141,8570
3814,LEC,10066,15882
