t,driver,x,y
3814,MAG,1343,-441
3814,NOR,-397,11034
3814,OCO,10760,15470
3814,PER,1376,-75
3814,PIA,1868,14053
3814,RIC,3126,6819
3814,RUS,1232,-1643
3814,SAI,4637,14429
3814,STR,7066,14975
3814,TSU,-1050,934
3814,VER,545,-5618
3814,ZHO,6121,14495
3816,ALB,1641,2809
3816,ALO,5220,8639
3816,BOT,902,13547
3816,COL,4766,8244
3816,GAS,6935,14816
3816,HAM,-826,5664
3816,HUL,-285,9219
3816,LEC,10867,15203
3816,MAG,1163,-2399
3816,NOR,61,12615
3816,OCO,10976,14246
3816,PER,1195,-2048
3816,PIA,3751,14360
3816,RIC,2545,5913
3816,RUS,1054,-3580
3816,SAI,6307,14502
3816,STR,7943,15230
3816,TSU,-1050,934
3816,VER,-670,-5545
3816,ZHO,6844,14662
3818,ALB,1513,1411
3818,ALO,4002,7580
3818,BOT,2277,14167
3818,COL,3589,7221
3818,GAS,7408,15120
3818,HAM,-693,7237
3818,HUL,-424,10162
3818,LEC,10983,14144
3818,MAG,1018,-3954
3818,NOR,1047,13648
3818,OCO,11067,13130
3818,PER,1046,-3659
3818,PIA,5289,14463
3818,RIC,2358,5023
3818,RUS,865,-5025
3818,SAI,6863,14682
3818,STR,8933,15569
3818,TSU,-1050,934
3818,VER,-1331,-4548
3818,ZHO,7149,15028
3820,ALB,1341,-456
3820,ALO,2753,6477
3820,BOT,4163,14395
3820,COL,2579,6216
3820,GAS,8489,15399
3820,HAM,-534,8208
3820,HUL,-299,11689
3820,LEC,11035,12803
3820,MAG,683,-5466
3820,NOR,2847,14269
3820,OCO,10554,12298
3820,PER,763,-5324
3820,PIA,6653,14559
3820,RIC,1732,3780
3820,RUS,46,-5801
3820,SAI,7377,15113
3820,STR,10255,15856
3820,TSU,-1050,934
3820,VER,-1497,-2868
3820,ZHO,8061,15265
3822,ALB,1176,-2252
3822,ALO,2542,5610
3822,BOT,5848,14485
3822,COL,2452,5208
3822,GAS,9715,15833
3822,HAM,-166,8425
3822,HUL,403,13096
3822,LEC,10326,12182
3822,MAG,-241,-5761
3822,NOR,4607,14428
3822,OCO,9478,11735
3822,PER,-75,-5795
3822,PIA,7086,14989
3822,RIC,1587,2223
3822,RUS,-1009,-5196
3822,SAI,8370,15359
3822,STR,10892,15095
3822,TSU,-1050,934
3822,VER,-1414,-1180
3822,ZHO,9233,15676
3824,ALB,1031,-3823
3824,ALO,2074,4693
3824,BOT,6682,14569
3824,COL,1831,4303
3824,GAS,10588,15682
3824,HAM,-179,8814
3824,HUL,1626,13958
3824,LEC,9332,11656
3824,MAG,-1088,-5078
3824,NOR,6072,14493
3824,OCO,8343,11097
3824,PER,-943,-5280
3824,PIA,7755,15185
3824,RIC,1452,755
3824,RUS,-1457,-3999
3824,SAI,9495,15764
3824,STR,10994,13991
3824,TSU,-1050,934
3824,VER,-1280,387
3824,ZHO,10232,15861
3826,ALB,770,-5309
3826,ALO,1693,3353
3826,BOT,7090,14992
3826,COL,1639,2789
3826,GAS,10947,14652
3826,HAM,-374,9620
3826,HUL,3335,14326
3826,LEC,8010,10906
3826,MAG,-1486,-3698
3826,NOR,6852,14669
3826,OCO,6983,10168
3826,PER,-1455,-4008
3826,PIA,8916,15562
3826,RIC,1293,-976
3826,RUS,-1485,-2408
3826,SAI,10567,15699
3826,STR,11030,12786
3826,TSU,-1050,934
3826,VER,-1122,2217
3826,ZHO,10861,15223
3828,ALB,-17,-5800
3828,ALO,1548,1793
3828,BOT,7844,15204
3828,COL,1492,1188
3828,GAS,11051,13375
3828,HAM,-411,10850
3828,HUL,5103,14455
3828,LEC,6695,9921
3828,MAG,-1475,-2148
3828,NOR,7293,15089
3828,OCO,5695,9052
3828,PER,-1488,-2479
3828,PIA,10157,15875
3828,RIC,1134,-2713
3828,RUS,-1374,-683
3828,SAI,10942,14712
3828,STR,10278,12158
3828,TSU,-1050,934
3828,VER,-970,3986
3828,ZHO,10990,14039
3830,ALB,-1014,-5189
3830,ALO,1392,92
3830,BOT,8984,15588
3830,COL,1334,-534
3830,GAS,10820,12472
3830,HAM,-97,12301
3830,HUL,6468,14516
3830,LEC,5361,8762
3830,MAG,-1349,-387
3830,NOR,8275,15330
3830,OCO,4356,7888
3830,PER,-1382,-776
3830,PIA,10886,15127
3830,RIC,964,-4457
3830,RUS,-1218,1103
3830,SAI,11051,13369
3830,STR,9117,11534
3830,TSU,-1050,934
3830,VER,-812,5817
3830,ZHO,11050,12865
3832,ALB,-1473,-3861
3832,ALO,1230,-1669
3832,BOT,10193,15869
3832,COL,1173,-2280
3832,GAS,9855,11938
3832,HAM,902,13547
3832,HUL,6935,14816
3832,LEC,4021,7597
3832,MAG,-1194,1388
3832,NOR,9478,15758
3832,OCO,3072,6771
3832,PER,-1227,1006
3832,PIA,11005,13852
3832,RIC,538,-5622
3832,RUS,-1063,2912
3832,SAI,10828,12479
3832,STR,7798,10778
3832,TSU,-1050,934
3832,VER,-665,7568
3832,ZHO,10456,12248
3834,ALB,-1475,-2163
3834,ALO,1049,-3634
3834,BOT,10892,15095
3834,COL,988,-4242
3834,GAS,8489,11179
3834,HAM,2631,14236
3834,HUL,7613,15160
3834,LEC,2735,6459
3834,MAG,-1027,3329
3834,NOR,10652,15620
3834,OCO,2546,5827
3834,PER,-1049,3069
3834,PIA,10928,12586
3834,RIC,-472,-5670
3834,RUS,-889,4930
3834,SAI,9767,11890
3834,STR,6374,9642
3834,TSU,-1050,934
3834,VER,-425,8294
3834,ZHO,9261,11617
3836,ALB,-1369,-619
3836,ALO,843,-5106
3836,BOT,10996,13962
3836,COL,700,-5440
3836,GAS,7237,10375
3836,HAM,4276,14404
3836,HUL,8618,15446
3836,LEC,2542,5611
3836,MAG,-882,5013
3836,NOR,10948,14642
3836,OCO,2289,4925
3836,PER,-903,4768
3836,PIA,10079,12057
3836,RIC,-1228,-4813
3836,RUS,-744,6622
3836,SAI,8635,11260
3836,STR,5180,8604
3836,TSU,-1050,934
3836,VER,-144,8517
3836,ZHO,8075,10944
3838,ALB,-1203,1279
3838,ALO,72,-5800
3838,BOT,11010,12730
3838,COL,-256,-5757
3838,GAS,5842,9180
3838,HAM,6098,14494
3838,HUL,9940,15879
3838,LEC,1944,4537
3838,MAG,-714,6988
3838,NOR,11061,13239
3838,OCO,1723,3678
3838,PER,-736,6719
3838,PIA,8761,11330
3838,RIC,-1499,-3267
3838,RUS,-621,7985
3838,SAI,7126,10284
3838,STR,3743,7355
3838,TSU,-1050,934
3838,VER,-258,9114
3838,ZHO,6658,9889
3840,ALB,-1019,3423
3840,ALO,-1131,-5005
3840,BOT,10065,12050
3840,COL,-1251,-4761
3840,GAS,4316,7853
3840,HAM,6899,14738
3840,HUL,10858,15237
3840,LEC,1650,2914
3840,MAG,-586,8113
3840,NOR,10513,12276
3840,OCO,1559,1911
3840,PER,-618,7999
3840,PIA,7187,10334
3840,RIC,-1429,-1387
3840,RUS,-238,8344
3840,SAI,5578,8950
3840,STR,2589,6244
3840,TSU,-1050,934
3840,VER,-426,10321
3840,ZHO,5139,8569
3842,ALB,-886,4962
3842,ALO,-1475,-3843
3842,BOT,9073,11509
3842,COL,-1494,-3518
3842,GAS,3229,6908
3842,HAM,7301,15092
3842,HUL,10978,14217
3842,LEC,1528,1571
3842,MAG,-294,8323
3842,NOR,9590,11795
3842,OCO,1432,528
3842,PER,-373,8308
3842,PIA,6095,9399
3842,RIC,-1312,28
3842,RUS,-145,8644
3842,SAI,4428,7951
3842,STR,2517,5414
3842,TSU,-1050,934
3842,VER,-339,11487
3842,ZHO,4109,7673
3844,ALB,-729,6807
3844,ALO,-1478,-2230
3844,BOT,7736,10740
3844,COL,-1463,-1919
3844,GAS,2549,6062
3844,HAM,8297,15337
3844,HUL,11063,12961
3844,LEC,1369,-149
3844,MAG,-146,8654
3844,NOR,8280,11061
3844,OCO,1275,-1171
3844,PER,-141,8577
3844,PIA,4747,8228
3844,RIC,-1156,1822
3844,RUS,-291,9241
3844,SAI,3063,6763
3844,STR,1873,4411
3844,TSU,-1050,934
3844,VER,265,12926
3844,ZHO,3207,6889
3846,ALB,-618,7999
3846,ALO,-1359,-508
3846,BOT,6533,9780
3846,COL,-1329,-169
3846,GAS,2379,5057
3846,HAM,9523,15773
3846,HUL,10480,12259
3846,LEC,1205,-1939
3846,MAG,-300,9279
3846,NOR,6861,10066
3846,OCO,1115,-2915
3846,PER,-259,9117
3846,PIA,3379,7038
3846,RIC,-1000,3637
3846,RUS,-427,10333
3846,SAI,2544,5899
3846,STR,1651,2924
3846,TSU,-1050,934
3846,VER,1647,13967
3846,ZHO,2558,6124
3848,ALB,-309,8319
3848,ALO,-1207,1236
3848,BOT,5476,8861
3848,COL,-1180,1551
3848,GAS,1761,4015
3848,HAM,10609,15663
3848,HUL,9410,11698
3848,LEC,1046,-3664
3848,MAG,-427,10359
3848,NOR,5556,8931
3848,OCO,944,-4612
3848,PER,-422,10085
3848,PIA,2557,6130
3848,RIC,-849,5392
3848,RUS,-302,11672
3848,SAI,2275,4907
3848,STR,1511,1390
3848,TSU,-1050,934
3848,VER,3272,14320
3848,ZHO,2455,5215
3850,ALB,-146,8649
3850,ALO,-1041,3166
3850,BOT,4304,7843
3850,COL,-1018,3434
3850,GAS,1610,2466
3850,HAM,10955,14553
3850,HUL,8081,10947
3850,LEC,804,-5225
3850,MAG,-273,11794
3850,NOR,4139,7699
3850,OCO,502,-5651
3850,PER,-339,11489
3850,PIA,2361,5027
3850,RIC,-692,7243
3850,RUS,409,13103
3850,SAI,1725,3703
3850,STR,1351,-345
3850,TSU,-1050,934
3850,VER,5090,14454
3850,ZHO,1803,4207
3852,ALB,-299,9275
3852,ALO,-870,5144
3852,BOT,3079,6778
3852,COL,-854,5332
3852,GAS,1455,787
3852,HAM,11063,13209
3852,HUL,6722,9945
3852,LEC,54,-5801
3852,MAG,506,13207
3852,NOR,2841,6564
3852,OCO,-557,-5623
3852,PER,287,12954
3852,PIA,1738,3842
3852,RIC,-567,8156
3852,RUS,1868,14053
3852,SAI,1577,2106
3852,STR,1193,-2064
3852,TSU,-1050,934
3852,VER,6549,14530
3852,ZHO,1631,2703
3854,ALB,-427,10350
3854,ALO,-709,7042
3854,BOT,2546,6009
3854,COL,-702,7126
3854,GAS,1299,-910
3854,HAM,10667,12363
3854,HUL,5428,8820
3854,LEC,-963,-5255
3854,MAG,1906,14066
3854,NOR,2542,5608
3854,OCO,-1313,-4600
3854,PER,1638,13963
3854,PIA,1596,2313
3854,RIC,-212,8361
3854,RUS,3540,14343
3854,SAI,1426,462
3854,STR,1036,-3768
3854,TSU,-1050,934
3854,VER,7016,14932
3854,ZHO,1486,1122
3856,ALB,-260,11842
3856,ALO,-592,8097
3856,BOT,2310,4953
3856,COL,-587,8108
3856,GAS,1127,-2789
3856,HAM,9501,11747
3856,HUL,3980,7561
3856,LEC,-1476,-3829
3856,MAG,3762,14361
3856,NOR,1904,4473
3856,OCO,-1498,-2969
3856,PER,3428,14334
3856,PIA,1431,519
3856,RIC,-170,8777
3856,RUS,5426,14469
3856,SAI,1250,-1452
3856,STR,715,-5416
3856,TSU,-1050,934
3856,VER,7796,15194
3856,ZHO,1317,-721
3858,ALB,407,13100
3858,ALO,-297,8322
3858,BOT,1750,3946
3858,COL,-319,8317
3858,GAS,975,-4364
3858,HAM,8330,11089
3858,HUL,2850,6572
3858,LEC,-1485,-2401
3858,MAG,5350,14466
3858,NOR,1670,3124
3858,OCO,-1435,-1478
3858,PER,5034,14452
3858,PIA,1292,-992
3858,RIC,-331,9412
3858,RUS,6543,14529
3858,SAI,1097,-3113
3858,STR,-108,-5791
3858,TSU,-1050,934
3858,VER,8828,15528
3858,ZHO,1169,-2329
3860,ALB,1891,14061
3860,ALO,-148,8670
3860,BOT,1599,2350
3860,COL,-143,8622
3860,GAS,556,-5607
3860,HAM,6926,10122
3860,HUL,2542,5609
3860,LEC,-1366,-585
3860,MAG,6635,14553
3860,NOR,1516,1441
3860,OCO,-1286,322
3860,PER,6450,14514
3860,PIA,1119,-2877
3860,RIC,-423,10589
3860,RUS,7008,14923
3860,SAI,890,-4921
3860,STR,-1135,-5000
3860,TSU,-1050,934
3860,VER,10128,15878
3860,ZHO,997,-4162
3862,ALB,3802,14364
3862,ALO,-341,9455
3862,BOT,1428,492
3862,COL,-293,9252
3862,GAS,-597,-5597
3862,HAM,5445,8835
3862,HUL,1893,4452
3862,LEC,-1190,1433
3862,MAG,7129,15016
3862,NOR,1337,-497
3862,OCO,-1128,2158
3862,PER,6978,14888
3862,PIA,912,-4807
3862,RIC,-142,12194
3862,RUS,7830,15201
3862,SAI,198,-5784
3862,STR,-1497,-3400
3862,TSU,-1050,934
3862,VER,10905,15020
3862,ZHO,660,-5496
3864,ALB,5374,14467
3864,ALO,-425,10543
3864,BOT,1283,-1092
3864,COL,-425,10175
3864,GAS,-1302,-4632
3864,HAM,4213,7764
3864,HUL,1672,3145
3864,LEC,-1045,3116
3864,MAG,7740,15182
3864,NOR,1188,-2124
3864,OCO,-1007,3561
3864,PER,7533,15146
3864,PIA,437,-5693
3864,RIC,700,13387
3864,RUS,8879,15548
3864,SAI,-742,-5487
3864,STR,-1464,-1949
3864,TSU,-1050,934
3864,VER,11010,13799
3864,ZHO,-101,-5791
3866,ALB,6573,14536
3866,ALO,-222,11969
3866,BOT,1120,-2860
3866,COL,-333,11523
3866,GAS,-1499,-3146
3866,HAM,2917,6634
3866,HUL,1525,1548
3866,LEC,-884,4983
3866,MAG,8779,15509
3866,NOR,1023,-3904
3866,OCO,-878,5052
3866,PER,8588,15434
3866,PIA,-756,-5475
3866,RIC,2287,14170
3866,RUS,10101,15880
3866,SAI,-1395,-4324
3866,STR,-1334,-220
3866,TSU,-1050,934
3866,VER,10943,12607
3866,ZHO,-1081,-5088
3868,ALB,6974,14883
3868,ALO,522,13223
3868,BOT,962,-4474
3868,COL,207,12844
3868,GAS,-1446,-1636
3868,HAM,2546,5756
3868,HUL,1381,-23
3868,LEC,-743,6635
3868,MAG,9887,15872
3868,NOR,787,-5268
3868,OCO,-755,6494
3868,PER,9711,15832
3868,PIA,-1383,-4370
3868,RIC,3895,14373
3868,RUS,10838,15298
3868,SAI,-1498,-2908
3868,STR,-1191,1426
3868,TSU,-1050,934
3868,VER,10084,12060
3868,ZHO,-1475,-3837
3870,ALB,7671,15170
3870,ALO,2136,14133
3870,BOT,473,-5671
3870,COL,1641,13965
3870,GAS,-1290,270
3870,HAM,2007,4621
3870,HUL,1203,-1959
3870,LEC,-621,7987
3870,MAG,10812,15364
3870,NOR,-181,-5777
3870,OCO,-638,7862
3870,PER,10720,15535
3870,PIA,-1493,-2675
3870,RIC,5775,14483
3870,RUS,10996,13961
3870,SAI,-1406,-1075
3870,STR,-1023,3377
3870,TSU,-1050,934
3870,VER,8760,11330
3870,ZHO,-1474,-2134
3872,ALB,8705,15479
3872,ALO,3752,14360
3872,BOT,-404,-5702
3872,COL,3237,14317
3872,GAS,-1144,1970
3872,HAM,1692,3337
3872,HUL,1049,-3628
3872,LEC,-336,8314
3872,MAG,10975,14275
3872,NOR,-1148,-4976
3872,OCO,-432,8290
3872,PER,10955,14553
3872,PIA,-1402,-1029
3872,RIC,6696,14574
3872,RUS,11041,12826
3872,SAI,-1265,563
3872,STR,-875,5094
3872,TSU,-1050,934
3872,VER,7479,10564
3872,ZHO,-1358,-488
3874,ALB,9997,15882
3874,ALO,5620,14476
3874,BOT,-1269,-4717
3874,COL,5129,14456
3874,GAS,-974,3935
3874,HAM,1532,1624
3874,HUL,788,-5266
3874,LEC,-144,8635
3874,MAG,11062,12948
3874,NOR,-1496,-3437
3874,OCO,-142,8542
3874,PER,11064,13200
3874,PIA,-1237,883
3874,RIC,7127,15016
3874,RUS,10215,12127
3874,SAI,-1097,2507
3874,STR,-708,7050
3874,TSU,-1050,934
3874,VER,6084,9390
3874,ZHO,-1191,1418
3876,ALB,10792,15408
3876,ALO,6628,14552
3876,BOT,-1499,-3282
3876,COL,6461,14515
3876,GAS,-821,5711
3876,HAM,1379,-48
3876,HUL,-40,-5798
3876,LEC,-287,9228
3876,MAG,10481,12260
3876,NOR,-1458,-1832
3876,OCO,-231,9008
3876,PER,10708,12389
3876,PIA,-1076,2753
3876,RIC,7907,15220
3876,RUS,9025,11482
3876,SAI,-941,4320
3876,STR,-610,8037
3876,TSU,-1050,934
3876,VER,4770,8248
3876,ZHO,-1040,3176
3878,ALB,10973,14302
3878,ALO,7028,14944
3878,BOT,-1449,-1684
3878,COL,6927,14800
3878,GAS,-681,7382
3878,HAM,1217,-1803
3878,HUL,-1027,-5171
3878,LEC,-426,10294
3878,MAG,9407,11697
3878,NOR,-1321,-81
3878,OCO,-410,9888
3878,PER,9707,11857
3878,PIA,-913,4650
3878,RIC,9008,15597
3878,RUS,7700,10716
3878,SAI,-788,6106
3878,STR,-265,8331
3878,TSU,-1050,934
3878,VER,3424,7077
3878,ZHO,-895,4855
3880,ALB,11056,12902
3880,ALO,7893,15217
3880,BOT,-1289,284
3880,COL,7544,15147
3880,GAS,-502,8245
3880,HAM,1028,-3849
3880,HUL,-1491,-3602
3880,LEC,-242,11904
3880,MAG,7923,10855
3880,NOR,-1142,1986
3880,OCO,-355,11390
3880,PER,8227,11031
3880,PIA,-731,6781
3880,RIC,10354,15824
3880,RUS,6200,9490
3880,SAI,-642,7826
3880,STR,-163,8748
3880,TSU,-1050,934
3880,VER,2544,5977
3880,ZHO,-735,6735
3882,ALB,10493,12266
3882,ALO,8952,15576
3882,BOT,-1142,1989
3882,COL,8499,15403
3882,GAS,-177,8404
3882,HAM,780,-5285
3882,HUL,-1471,-2074
3882,LEC,503,13204
3882,MAG,6674,9903
3882,NOR,-992,3737
3882,OCO,144,12750
3882,PER,6952,10143
3882,PIA,-634,7901
3882,RIC,10887,15118
3882,RUS,4951,8405
3882,SAI,-429,8291
3882,STR,-336,9432
3882,TSU,-1050,934
3882,VER,2299,4937
3882,ZHO,-641,7841
3884,ALB,9460,11725
3884,ALO,10095,15880
3884,BOT,-989,3762
3884,COL,9659,15817
3884,GAS,-172,8788
3884,HAM,-46,-5798
3884,HUL,-1352,-429
3884,LEC,1908,14066
3884,MAG,5446,8835
3884,NOR,-841,5489
3884,OCO,1340,13821
3884,PER,5705,9060
3884,PIA,-394,8302
3884,RIC,10995,13978
3884,RUS,3666,7288
3884,SAI,-148,8490
3884,STR,-425,10548
3884,TSU,-1050,934
3884,VER,1733,3794
3884,ZHO,-449,8282
3886,ALB,8165,10995
3886,ALO,10860,15231
3886,BOT,-829,5620
3886,COL,10624,15648
3886,GAS,-367,9586
3886,HAM,-1065,-5114
3886,HUL,-1193,1393
3886,LEC,3657,14352
3886,MAG,4061,7631
3886,NOR,-688,7294
3886,OCO,3026,14293
3886,PER,4320,7856
3886,PIA,-141,8558
3886,RIC,11030,12787
3886,RUS,2610,6289
3886,SAI,-225,8986
3886,STR,-212,12000
3886,TSU,-1050,934
3886,VER,1585,2198
3886,ZHO,-150,8485
3888,ALB,6829,10038
3888,ALO,10994,13988
3888,BOT,-683,7349
3888,COL,10945,14676
3888,GAS,-411,10855
3888,HAM,-1487,-3676
3888,HUL,-1036,3227
3888,LEC,5416,14469
3888,MAG,2829,6552
3888,NOR,-552,8180
3888,OCO,4798,14439
3888,PER,3022,6728
3888,PIA,-265,9139
3888,RIC,10329,12184
3888,RUS,2463,5235
3888,SAI,-414,9937
3888,STR,640,13334
3888,TSU,-1050,934
3888,VER,1431,526
3888,ZHO,-211,8932
3890,ALB,5479,8864
3890,ALO,11026,12772
3890,BOT,-538,8203
3890,COL,11052,13362
3890,GAS,-76,12348
3890,HAM,-1467,-2006
3890,HUL,-873,5108
3890,LEC,6666,14563
3890,MAG,2543,5624
3890,NOR,-173,8411
3890,OCO,6336,14504
3890,PER,2546,5833
3890,PIA,-426,10274
3890,RIC,9164,11561
3890,RUS,1778,4107
3890,SAI,-364,11323
3890,STR,2237,14158
3890,TSU,-1050,934
3890,VER,1266,-1275
3890,ZHO,-402,9817
3892,ALB,4069,7638
3892,ALO,10203,12121
3892,BOT,-168,8419
3892,COL,10778,12438
3892,GAS,1034,13639
3892,HAM,-1332,-197
3892,HUL,-714,6984
3892,LEC,7104,15001
3892,MAG,1992,4602
3892,NOR,-193,8866
3892,OCO,6924,14793
3892,PER,2177,4797
3892,PIA,-283,11753
3892,RIC,7779,10767
3892,RUS,1615,2527
3892,SAI,207,12845
3892,STR,4038,14385
3892,TSU,-1050,934
3892,VER,1095,-3134
3892,ZHO,-381,11188
3894,ALB,2925,6641
3894,ALO,9088,11518
3894,BOT,-179,8812
3894,COL,9915,11970
3894,GAS,2484,14210
3894,HAM,-1189,1444
3894,HUL,-605,8055
3894,LEC,7779,15190
3894,MAG,1698,3403
3894,NOR,-372,9611
3894,OCO,7363,15109
3894,PER,1725,3700
3894,PIA,360,13046
3894,RIC,6585,9825
3894,RUS,1477,1027
3894,SAI,1408,13856
3894,STR,5603,14476
3894,TSU,-1050,934
3894,VER,923,-4743
3894,ZHO,6,12514
3896,ALB,2546,5802
3896,ALO,7806,10784
3896,BOT,-357,9531
3896,COL,8751,11325
3896,GAS,4179,14397
3896,HAM,-1034,3243
3896,HUL,-278,8327
3896,LEC,8870,15544
3896,MAG,1559,1914
3896,NOR,-414,10799
3896,OCO,8274,15330
3896,PER,1583,2175
3896,PIA,1708,13992
3896,RIC,5313,8720
3896,RUS,1324,-642
3896,SAI,3021,14292
3896,STR,6657,14560
3896,TSU,-1050,934
3896,VER,388,-5720
3896,ZHO,1074,13665
3898,ALB,2104,4724
3898,ALO,6413,9676
3898,BOT,-414,10800
3898,COL,7332,10453
3898,GAS,5911,14488
3898,HAM,-867,5187
3898,HUL,-152,8695
3898,LEC,10178,15871
3898,MAG,1397,148
3898,NOR,-86,12326
3898,OCO,9539,15779
3898,PER,1421,418
3898,PIA,3508,14341
3898,RIC,3873,7468
3898,RUS,1148,-2557
3898,SAI,4897,14445
3898,STR,7096,14997
3898,TSU,-1050,934
3898,VER,-792,-5442
3898,ZHO,2774,14258
3900,ALB,1710,3533
3900,ALO,5185,8609
3900,BOT,-162,12143
3900,COL,6121,9422
3900,GAS,6717,14583
3900,HAM,-720,6909
3900,HUL,-305,9299
3900,LEC,10856,15242
3900,MAG,1244,-1511
3900,NOR,851,13509
3900,OCO,10531,15727
3900,PER,1269,-1238
3900,PIA,5134,14456
3900,RIC,2785,6509
3900,RUS,991,-4213
3900,SAI,6318,14503
3900,STR,7808,15196
3900,TSU,-1050,934
3900,VER,-1400,-4301
3900,ZHO,4471,14418
3902,ALB,1563,1963
3902,ALO,3835,7435
3902,BOT,786,13458
3902,COL,4782,8258
3902,GAS,7136,15021
3902,HAM,-591,8100
3902,HUL,-426,10433
3902,LEC,10996,13961
3902,MAG,1078,-3315
3902,NOR,2483,14210
3902,OCO,10938,14756
3902,PER,1099,-3088
3902,PIA,6529,14526
3902,RIC,2543,5635
3902,RUS,633,-5530
3902,SAI,6905,14751
3902,STR,8965,15581
3902,TSU,-1050,934
3902,VER,-1495,-2777
3902,ZHO,6108,14494
3904,ALB,1404,228
3904,ALO,2690,6408
3904,BOT,2408,14195
3904,COL,3411,7067
3904,GAS,8001,15247
3904,HAM,-200,8371
3904,HUL,-244,11900
3904,LEC,11015,12743
3904,MAG,872,-5000
3904,NOR,4309,14407
3904,OCO,11050,13385
3904,PER,896,-4889
3904,PIA,7005,14920
3904,RIC,2002,4615
3904,RUS,-430,-5691
3904,SAI,7414,15121
3904,STR,10213,15865
3904,TSU,-1050,934
3904,VER,-1405,-1067
3904,ZHO,6841,14660
3906,ALB,1222,-1753
3906,ALO,2501,5348
3906,BOT,4381,14412
3906,COL,2551,6082
3906,GAS,9290,15695
3906,HAM,-183,8830
3906,HUL,708,13393
3906,LEC,10131,12084
3906,MAG,85,-5799
3906,NOR,6118,14495
3906,OCO,10718,12395
3906,PER,213,-5781
3906,PIA,7797,15194
3906,RIC,1665,3074
3906,RUS,-1352,-4480
3906,SAI,8541,15417
3906,STR,10909,14993
3906,TSU,-1050,934
3906,VER,-1246,780
3906,ZHO,7306,15093
3908,ALB,1078,-3323
3908,ALO,1896,4458
3908,BOT,5869,14486
3908,COL,2450,5203
3908,GAS,10293,15845
3908,HAM,-352,9508
3908,HUL,2035,14106
3908,LEC,9095,11522
3908,MAG,-859,-5375
3908,NOR,6824,14644
3908,OCO,9844,11932
3908,PER,-698,-5522
3908,PIA,8816,15523
3908,RIC,1538,1687
3908,RUS,-1499,-3122
3908,SAI,9637,15810
3908,STR,11003,13876
3908,TSU,-1050,934
3908,VER,-1113,2323
3908,ZHO,8068,15267
3910,ALB,849,-5084
3910,ALO,1649,2905
3910,BOT,6809,14633
3910,COL,1767,4052
3910,GAS,10916,14947
3910,HAM,-413,10821
3910,HUL,3901,14373
3910,LEC,7650,10683
3910,MAG,-1456,-4000
3910,NOR,7323,15098
3910,OCO,8503,11186
3910,PER,-1407,-4270
3910,PIA,10144,15876
3910,RIC,1371,-135
3910,RUS,-1423,-1310
3910,SAI,10691,15574
3910,STR,10962,12636
3910,TSU,-1050,934
3910,VER,-944,4286
3910,ZHO,9349,15715
3912,ALB,282,-5763
3912,ALO,1515,1437
3912,BOT,7151,15030
3912,COL,1628,2662
3912,GAS,11012,13781
3912,HAM,-164,12138
3912,HUL,5502,14471
3912,LEC,6452,9710
3912,MAG,-1491,-2586
3912,NOR,8164,15297
3912,OCO,7255,10390
3912,PER,-1497,-2868
3912,PIA,10845,15277
3912,RIC,1223,-1739
3912,RUS,-1291,258
3912,SAI,10952,14599
3912,STR,10183,12110
3912,TSU,-1050,934
3912,VER,-807,5881
3912,ZHO,10339,15829
3914,ALB,-800,-5434
3914,ALO,1345,-414
3914,BOT,8077,15270
3914,COL,1466,905
3914,GAS,10948,12615
3914,HAM,873,13525
3914,HUL,6654,14559
3914,LEC,5012,8458
3914,MAG,-1383,-790
3914,NOR,9475,15757
3914,OCO,5840,9178
3914,PER,-1403,-1039
3914,PIA,10999,13921
3914,RIC,1047,-3648
3914,RUS,-1122,2227
3914,SAI,11064,13193
3914,STR,8885,11400
3914,TSU,-1050,934
3914,VER,-664,7581
3914,ZHO,10902,15034
3916,ALB,-1420,-4212
3916,ALO,1175,-2268
3916,BOT,9288,15694
3916,COL,1303,-866
3916,GAS,10033,12033
3916,HAM,2501,14213
3916,HUL,7049,14961
3916,LEC,3627,7254
3916,MAG,-1224,1037
3916,NOR,10635,15638
3916,OCO,4476,7992
3916,PER,-1246,778
3916,PIA,10995,12694
3916,RIC,804,-5223
3916,RUS,-958,4123
3916,SAI,10685,12374
3916,STR,7505,10583
3916,TSU,-1050,934
3916,VER,-463,8275
3916,ZHO,11012,13778
3918,ALB,-1490,-2566
3918,ALO,1004,-4092
3918,BOT,10467,15769
3918,COL,1134,-2706
3918,GAS,8750,11324
3918,HAM,4329,14408
3918,HUL,7850,15206
3918,LEC,2585,6235
3918,MAG,-1061,2933
3918,NOR,10961,14480
3918,OCO,3090,6787
3918,PER,-1077,2742
3918,PIA,10102,12069
3918,RIC,7,-5800
3918,RUS,-789,6085
3918,SAI,9611,11806
3918,STR,6147,9445
3918,TSU,-1050,934
3918,VER,-143,8526
3918,ZHO,10984,12675
3920,ALB,-1392,-906
3920,ALO,681,-5469
3920,BOT,10923,14893
3920,COL,961,-4477
3920,GAS,7394,10501
3920,HAM,6070,14493
3920,HUL,9023,15602
3920,LEC,2448,5198
3920,MAG,-901,4791
3920,NOR,11066,13153
3920,OCO,2545,5945
3920,PER,-911,4671
3920,PIA,8895,11407
3920,RIC,-940,-5284
3920,RUS,-653,7717
3920,SAI,8338,11093
3920,STR,4824,8295
3920,TSU,-1050,934
3920,VER,-246,9065
